production_companies,revenue,cantidad_peliculas
Kingsgate Films,13884678.066666666,28
Kingsize Entertainment,1404.0,1
Kingsmere Productions Ltd.,3443604.6,7
Kingston Film Productions Ltd.,873333.3333333334,3
Kino Korsakoff,102780.0,1
Kino Vision,5840189.8,10
Kinofabrika,5305502.0,9
"Kinokompaniya ""Kvadrat""",17808683.0,1
"Kinokompaniya ""Tsar""",1100000.0,1
Kinokompaniya CTB,13415648.0,16
Kinologic Films,1013309.375,8
Kinology,16666.666666666668,43
Kinoshita Management,16000000.0,1
Kinostar,37380373.75,4
Kinowelt Median,430367.0,12
Kintop Pictures,20676328.583333332,32
KirchMedia,30127736.0,7
Kissaki Films,1581076.5,2
Kite Runner Holdings,7327604.7,10
Klas Film,35032.333333333336,7
Klasky-Csupo,33497227.666666668,6
Knickerbocker Films,16460160.0,9
Knightsbridge Entertainment,25418392.07738095,39
Koan Films,10706406.666666666,12
Kobi Co.,4166666.6666666665,6
Koch Media,392732.0,11
Kodansha,3351187.3154761908,66
Kodiak Films,652943.5,2
Kojo Pictures,56000.0,30
Komplizen Film,154463.55555555556,34
Konami,27846087.71666667,18
Konami Corporation Ltd.,26151398.0,2
Konami Digital Entertainment,3241156.6666666665,9
Koninck Studios,4658.833333333333,14
Konrad Pictures,251131977.51666665,20
Kontsept Film Company,278752081.46944445,34
Konwiser Brothers,6309.333333333333,6
Kopelson Entertainment,335085095.4880952,37
Koppelmann/Bandier-Carnegie Pictures,298265.5,4
Korea Capital Investment,3400472.5714285714,7
Korea Pictures,928909.1428571428,9
Kotva Films,650848.0,2
Kouf/Bigelow Productions,48895286.3,9
Kraken Films,11655.625,24
Kramer & Sigman Films,56073103.43589743,36
Kramer-Tornell Productions,1025606.6666666666,3
Krane Entertainment,99768767.83333334,12
Krannel Pictures,113629.0,4
Krasnoff Foster Productions,19653621.25,16
KrautPack Entertainment,12426479.666666666,3
Kreo Films FZ,2294490.8,17
Krisjair,2478242.0,3
Kriti Productions,2866493.4,5
Kross Pictures,1605880.6666666667,3
Kroyer Films,8177723.5,4
Kudos Film and Television,11307037.23015873,23
Kudos Pictures,7865.0,1
Kudos Productions Ltd.,3244429.6,8
Kudzu,2730136.0,4
Kulturelle Filmförderung Schleswig-Holstein,1978285.0,9
Kumar Mobiliengesellschaft mbH & Co. Projekt Nr. 1 KG,64537004.766666666,15
Kumar Mobiliengesellschaft mbH & Co. Projekt Nr. 2 KG,39006532.5,9
Kumar Mobiliengesellschaft mbH & Co. Projekt Nr. 3 KG,66115943.8,5
Kurier,2400000.0,4
Kurtzman/Orci,222632988.5,7
Kushner/Wyman Productions,123645.83333333333,6
Kut Productions,15562169.363636363,11
Kuzui Enterprises,5541485.333333333,12
Kvinde Films,6419152.3,10
Kyoto Animation,19606617.0,5
L'Aide aux Cinémas du Monde,920952.5294117647,42
L'Institut Polare Français Paul-Émile Victor,18198891.285714287,7
L.A. Films,13350294.666666666,8
L.I.F.T. Production,12005225.0,13
LB Productions,4435632.0,8
LBI Entertainment,30020460.25,8
LBI Productions,98390596.5,2
LD Entertainment,73975732.32222222,47
LEGO,46916069.2,18
LEGO System A/S,44564340.571428575,7
LG,75287.0,3
LGM Productions,14747633.0,84
LHF Film,51438611.75,4
LJ Film,928909.1428571428,9
LOVEFiLM International,34967126.96825397,16
LSL Productions,14100.0,4
LStar Capital,416722542.70912695,104
La Banque Postale Image 8,36702.323809523805,61
La Belle Allee Productions,5106.333333333333,6
La Classe Américaine,19061836.57142857,19
La Fabrique 2,3676556.595238095,17
La Parti Productions,1351526.6666666667,19
La Petite Reine,54387364.2797619,100
La Sept Cinéma,297149.4285714286,135
La Sexta,1231924.9090909092,11
La Sofica Cofinova 4,27689.1,10
La Sofica Sofinergie 5,636408.6666666666,6
La Sorcière Rouge,35030.0,15
La Station d'Animation,1300000.0,6
La Trini,31693650.111111112,13
La Vérité Production,10231245.5,4
La Wallonie,215789.47368421053,78
Labyrinth Theater Company,134500.0,4
Ladbroke,10133333.333333334,3
Lagniappe Films,261409.92857142858,10
Lago Film,4577006.833333333,15
Lago Films,371831.0,3
Laguna Entertainment,47316.5,2
Laika Entertainment,323351978.75,10
Lailaps Pictures,194355.66666666666,10
Lakeline Productions Ltd.,1811214.6,5
Lakeshore Entertainment,732969895.9833333,168
Lakeshore International,4178320.3333333335,8
Lama Films,363292.13636363635,20
Lama Productions,305188.63636363635,14
Lamb Bear Entertainment,15556340.0,1
Land Films Inc.,5833333.333333333,3
Landscape Entertainment,8201933.8,11
Langley Films,164186.16666666666,6
Langley Park Production,51139510.25,8
Langley Park Productions,1543.6666666666667,3
Langley Productions,5907259.8,10
Lansdown Films,17728608.5,6
Lantana,4128040.0,7
Lantia Cinema & Audiovisivi,1539687.6538461538,26
Laokoon Filmgroup,888521.5,13
Laredo,2478242.0,3
Large's Ark Productions,5356344.6,5
Larger Than Life Productions,59222461.666666664,6
Largo Entertainment,85106322.08333333,50
Larry Franco Productions,7881932.333333333,7
Lars Productions,3764554.3333333335,3
Las Producciones del Escorpion,73646.8,12
Las Producciones del Escorpión S.L.,2523527.5,7
Lascaux Films,2013435.5,5
Last Waltz Inc.,160976.0,2
Latina Pictures,194646253.55844155,29
Latitude Media,3718203.8333333335,9
Latitude Productions,2013435.5,5
Laughlin Park Pictures,814077.0,2
Laura Bickford Productions,15000000.0,19
Laura Films,2020780.75,6
Laura Ziskin Productions,843658225.7666667,20
Laurel Entertainment,11333333.333333334,10
Laurel Entertainment Inc.,14009585.0,6
Laurel Group,35000000.0,6
Laurel Productions,8441524.333333332,8
Lauren Levine Productions Inc.,45862354.333333336,3
Laurence Mark Productions,187719451.28333333,36
Laurentic Film Productions,80743.75,4
Laurinfilm,19141691.4,16
Lava Bear Films,67070320.7,23
Lavender Pictures,1723816.5,6
Lawrence Bender Productions,159502725.65,42
Lawrence Gordon Productions,208129822.09047619,55
Lawrence Turman,104945305.0,1
Lawson,23434939.75,15
Layton,2996243.6666666665,3
Lazio Film Commission,14319025.071428573,21
Le 12e Art,987500.0,8
Le Bureau,1391699.3333333335,35
Le Club des Investisseurs,242802.875,8
Le Fresnoy Studio National des Arts Contemporains,5624.05,57
Le Grisbi Productions,76940896.84761906,25
Le Pacte,4561180.057142857,165
Le Studio Canal+,9575888.023809524,48
Le Tax Shelter du Gouvernement Fédéral de Belgique,20095703.22359337,464
Le Vision Pictures,47422443.571428575,8
LeMasters Productions,37017446.833333336,6
Lean-M,80414.5,2
Leaves Productions,164186.16666666666,6
Ledge Productions,122197.2,5
Lee Daniels Entertainment,44452775.0,17
Left Bank Pictures,417731.3333333333,17
Left Tackle Pictures,103069436.33333333,3
Left Turn Films,1318534.6666666665,12
Legend Production Company,3875528.0,4
Legend3D,59874016.8,10
Legendary East,47422443.571428575,7
Legendary Entertainment,13795282.25,7
Legendary Pictures,3290418699.4103174,185
Legion Entertainment,1148278.8421052631,21
Leiknar Myndir,5.5,2
Lemming Film,2510061.529411765,78
Lemodeln Model & Talent Agency,1770184.6666666667,3
Lemon Sky Productions,574376.0,9
Lenfilm Studio,436891.0,22
Lennox House Films,22448125.5,4
Leopardo Filmes,606355.6,12
Leopolis,9713500.0,3
Lereby Productions,4377395.714285715,41
Les Armateurs,1351526.6666666667,15
Les Aventuriers de l'Image,35030.0,3
Les Cinémas de la Zone,49929.74285714285,16
Les Editions Albert René,11075000.0,28
Les Films 21,434662.5,2
Les Films Alain Sarde,4418164.544444444,154
Les Films Ariane,21566666.666666668,63
Les Films Balenciaga,107669.5,5
Les Films Concordia,176142.66666666666,44
Les Films Corona,247255.33333333334,51
Les Films Du Fleuve,3826996.7297077924,123
Les Films Manuel Munz,10231245.5,20
Les Films Marceau,376022.5,38
Les Films Terre Africaine,23845.0,9
Les Films Upside Down,1013309.375,8
Les Films d'Ici,3708616.3333333335,20
Les Films de Batna,20142.85714285714,14
Les Films de la Pléiade,8172.333333333333,24
Les Films des Tournelles,3586624.6666666665,41
Les Films du Carrosse,249372.83333333334,79
Les Films du Kiosque,13072.0,21
Les Films du Losange,12348251.0,163
Les Productions Artistes Associés,24612670.833333332,90
Les Productions Jacques Roitfeld,4909333.333333333,39
Les Productions de l'Amour Fou,239068.33333333334,3
Les Productions de la Guéville,3973956.428571429,52
Les Productions du Chicon,5910209.555555556,9
Les Productions du Trésor,21671505.273809522,82
Les films de la butte,7211180.0,1
Les films du Worso,108994.33333333333,108
Leucadia Film Corporation,129.5,7
Levantine Films,76899597.0,3
Level 1 Entertainment,8249556.666666667,3
Leverage Communications,2189018.222222222,9
Leverage Entertainment,45526981.11111111,25
Leverage Management,20583438.474747475,22
Levins-Henenlotter,102534.0,2
Lewis Gilbert Productions,833333.3333333334,5
Liaison Films,8823617.5,9
Liberator Productions,3729109.119698284,99
Liberty Films (II),4822062.0,4
Liberty Films UK,2440026.0,4
Liberty Pictures,24411130.85714286,8
Liberty Pictures (II),20372328.5,6
Libra Films,3500000.0,2
Licht/Mueller Film Corporation,67438631.66666667,9
Liddell Entertainment,685609.6,7
Lietuvos Kinostudija,658490.0,26
Lieutenant Productions,1512728.857142857,7
Life Sentence Films,58840.0,1
Light Song Films,483500.0,2
LightWorkers Media,57415359.75,9
Lightbox Entertainment,4153345.0,3
Lighthouse Pictures,367.25,26
Lightmotive,3670980.25,10
Lightning Pictures,1229947.5,11
Lightstorm Entertainment,1658404575.9166667,25
Lightstream Entertainment,211.0,5
Lightstream Pictures,243128.0,5
Lightyear Entertainment,192816.0,1
Likely Story,54085615.77380952,63
Lilies Films,4674.2307692307695,16
Limbo Productions,4468352.166666667,6
Lime Orchard Productions,351850.4,5
Limelight Fund,2440026.0,4
Limelite Studios,442667.0,6
Limited Edition Productions Inc.,62029530.25,4
Limp Films,920952.5294117647,17
Lin Pictures,195929312.15,45
Line Research,529480.0,6
Linovo Productions GmbH & Co. KG,19376254.0,8
Linsefilm,5001051.4,5
Linson Entertainment,9707271.86111111,34
Linson Films,14407679.0,10
Lion Films,2192758.0,2
Lion Rock Productions,137817045.8333333,22
Lion Share,10112994.5,2
Lions Gate,43947417.5,18
Lions Gate Entertainments,5000000.0,10
Lions Gate Family Entertainment,13136853.0,5
Lions Gate Films,753744351.5333333,211
LionsGate,98737572.0,45
Lionsgate,2473310075.8619046,348
Lionsgate Premiere,3732883.3277777773,32
Lip Sync Post,7011539.2,5
Lipsync Post,2866493.4,5
Lipsync Productions,8054104.61955267,157
Lisberger/Kushner,16500000.0,2
Little Bird,75208813.75,34
Little Brother Inc.,2541666.6666666665,6
Little Gaddesden Productions,6048010.0,3
Little Magic Films,2301.5,10
Little Shark Entertainment GmbH,3042461.0,18
Little Stranger,112705497.66666667,4
Little Wave Productions,274125.8333333333,6
Little Wing Films,34157.0,4
Little Wolf Entertainment,27960869.6,5
Littlestar,121968327.4,5
Live Entertainment,15228457.0,45
Live Stock Films,2473858.5,2
LivePlanet,158533772.58809525,36
Liveplanet,95851198.33333333,3
Liverpool,303876.6666666667,24
Living Films,89630007.14285713,41
Lleju Productions,1202131.6666666667,21
Lobell/Bergman Productions,429042.28571428574,7
Location Gourmet,48679964.3,9
Locomotive,12186625.0,5
Locus Solus Entertainment,287972.85714285716,7
Loew's,7517000.0,52
Loew's Incorporated,33754967.0,9
Logan Pictures,98750.0,4
Logie Pictures,1139283.0,10
Logline Studios,106321.875,8
Loki Films,25933.75,5
Lolafilms,1259047.0,37
Lolita Productions,530028.0,2
Londinium Films,192829.25,6
London Boulevard,1161027.0,4
London Film Productions,198783.0,61
London Weekend Television (LWT),55323.75,13
London-Cannon Films,4825000.0,15
Lone Runner Entertainment,646498.8333333334,6
Lone Star Film Group,171283.16666666666,11
Lone Wolf,8748662.0,4
Lone Wolf McQuade Associates,4758694.166666666,5
Lonely Dragon,97509.27272727272,11
Lonely Film Productions GmbH & Co. KG.,62636513.59047619,27
Lonely Island,1899226.0,5
Lonetree Entertainment,32055123.0,6
Long Distance Films,1544687.3333333333,3
Long Road Productions,10000000.0,10
Long Shong Pictures,3670415.25,11
Longfellow Pictures,1719399.5833333333,17
Longview Entertainment,3501916.6666666665,6
Lonlink Productions,15562169.363636363,11
Loofah Productions,85981693.0,2
Lookalike Productions LLC,23578.0,1
Lopert Pictures Corporation,4000000.0,2
Lord Miller,44564340.571428575,11
Lord of the Wind,10000000.0,1
Lorimar,13726709.0,5
Lorimar Film Entertainment,154652867.0,37
Lorimar Motion Pictures,18079617.0,6
Lorimar Productions,20252978.0,23
Lorton Entertainment,45257.2,5
Los Angeles Media Fund (LAMF),18264726.833333332,5
Los Hooligans Productions,39303537.0,14
Lost Highway Productions,918800.25,4
Loterie Suisse Romande,9727.923076923076,13
Lotte Entertainment,17551090.375,39
Lotus Entertainment (I),3530610.0,18
Lotus Pictures,9661700.42857143,7
Lou Yi Inc.,5558619.75,13
Loud Films,772715.5,4
Loull Productions,61602812.0,2
Loumolo & Co.,57862300.75,4
Louverture Films,55500.0,76
Low Spark Films,200298.66666666666,12
Ltd.,9828817.333333334,87
Lucamar Productions,70967457.33333333,3
Lucasfilm,5460317978.833333,69
Lucille Ball Productions,8616583.0,2
Lucky Bird Pictures,49105.0,5
Lucky Hat Entertainment,17351.571428571428,14
Lucky Man Films,1533333.3333333333,6
Lucky Monkey Pictures,5769774.4,27
Lucky Red,2464837.058333333,100
Ludlum Entertainment,146264871.0,10
Luka Productions,455448.875,8
Lumanity Production,415064.5,3
Lumen Films,4658.833333333333,35
Lumer Films,305188.63636363635,11
Lumiere,4377395.714285715,9
Luminant Media,12227.75,5
Lumière,1610126.6875,43
Lumière Pictures,9282791.0,32
Luna Filmproduktion,372663.5,5
Luna Pictures,14487287.8,8
Lunanime,1610126.6875,19
Lunar Films,3954550.1666666665,18
Lunar Industries,2440026.0,4
Lunaris Film,185540.8,6
Lux Digital Pictures,724972.5,5
Luxembourg Film Fund,5106203.333333334,23
Lyara Films,2340363.0,1
Lyca Productions,533333.3333333334,5
Lyncanthrope Films,7993312.25,4
Lynch Siderow Productions,16070578.0,4
Lynda Obst Productions,168751201.82857144,18
Lynn Shelton,35022.0,1
Lyuksor,320395.0,1
Légende Entreprises,29827138.083333332,13
Légende Films,987500.0,42
Légende Films (koprodukcja),9831.333333333334,3
M & A,11315408.0,3
M Company,125689.5,4
M Productions,79859741.35555555,14
M.G. Films,43014290.333333336,3
M6,77168088.58333333,125
M6 Films,171305909.75,300
M6 Métropole Télévision,8540000.0,20
M7 Filmproduktion,22838553.75,4
MACRO,16103690.25,4
MACT Productions,2104637.6666666665,67
MAPPA,9602296.5,2
MBB Medienboard Berlin-Brandenburg,309818.05555555556,18
MBC Beteiligungs Filmproduktion,30661205.0,4
MC Producciones,188572.14285714287,7
MC Productions,48052955.0,2
MCA  Theatricals,29329018.333333332,3
MCG,154811.85714285713,7
MCL Films S.A.,23666666.666666668,3
MDBF Filmgesellschaft mbH & Company KG,15313980.25,4
MDBF Zweite Filmgesellschaft,17331711.6,5
MDP Filmproduktion,343816.0,1
MDP Worldwide,17356116.194444444,37
ME2 Productions,20954939.166666668,6
MEDIA Programme of the European Union,2171767.6403508773,242
MF Pictures,4166666.6666666665,6
MFF (Sound of Thunder),374352.5,16
MFP Munich Film Partners,17529760.166666668,6
MFP Munich Film Partners GmbH & Company I. Produktions KG,104660396.83333334,24
MFPV Film,152829136.33333334,10
MG Films,636408.6666666666,6
MG Media,1736002.0,6
MGM,18343350.333333332,5
MGP Productions,229809.45454545456,11
MHF Erste Academy Film GmbH & Co. Produktions KG,3320672.1666666665,6
MHF Zweite Academy Film,6371292.966666667,31
MI 3 Film,56835716.0,7
MICA Entertainment,11086035.366666665,37
MID Foundation,23916223.333333332,9
MJW Films,18184644.53333333,12
MJZ,3965535.5,8
MK2 Production,32676.0,10
MK2 Productions,1207312.0886752137,138
MKH,15100000.0,3
ML Delphi Premier Productions,24054164.0,17
ML Film Entertainment International,7565897.0,3
MMC Independent,19324661.555555556,16
MMC Studios,520345.94444444444,18
MMCB Film Produktion 2004,43477122.666666664,3
MMP Erste Filmproduktions,1322856.0,5
MNP Entreprise,9013576.0,9
MP Film Management,12122033.75,8
MPH Entertainment Productions,73748808.8,5
MPI Media Group,17344.666666666668,16
MSM Motion Pictures,7386405.333333333,3
MSM Studios,3426527.5,11
MTV Films,464591067.18333334,95
MTV Productions,8717333.5,9
MUVI Films,139500.0,6
MVL Incredible Productions,40928018.5,4
MVP Films,2399924.3333333335,15
Mabel Normand Feature Film Company,8000000.0,1
MacDonald/Parkes Productions,48549756.03333334,19
MacGillivray Freeman Films,106711855.0,12
Macari/Edelstein,21084530.166666668,14
Mace Neufeld Productions,457824005.43333334,48
Mad Chance,148467864.25833333,59
Mad Chance Productions,90384570.5,6
Mad Dog Productions,5540793.0,2
Mad Hatter Entertainment,469521110.3333334,5
Mad Max Films,33333333.333333332,3
MadRiver Pictures,3956915.9,11
Madacy Entertainment,17522961.8,16
Maddock Films,5740000.0,2
Madhouse,8886931.476190476,91
Madhouse Entertainment,74722165.86666667,12
Madison 23,14687625.266666666,11
Madman Entertainment,232512.63333333333,20
Madras Talkies,41822936.0,14
Maeil Broadcasting Network,455448.875,8
Magellan Films,95280.22222222222,9
Magellan Pictures,362565.5,2
Magic Light Pictures,493291.85714285716,29
Magic Picture,5057469.333333333,3
Magical Elves Productions,32813984.666666668,3
Magna Films,97509.27272727272,23
Magna Global Entertainment,22500.0,18
Magna Theatre Corporation,9200000.0,4
Magnet Media Group,349636.0808080808,30
Magnet Media Productions,349636.0808080808,30
Magnet Productions,5466862.166666667,6
Magnet Releasing,13220.333333333334,8
Magnolia Films,3458782.5,4
Magnolia Mae Films,17094384.772727273,35
Magnolia Pictures,5165630.366666666,63
Magnum Motion Pictures Inc..,5091888.0,2
Maguire Entertainment,8902364.333333334,14
Magyar Mozgókép Alapítvány,5092.2,5
Maiden Voyage Pictures,4491549.444444444,12
Main Dog Productions,366327.5,2
Main Journey,783786.3333333334,3
Main Street Movie Company,852206.0,1
Mainframe Entertainment,18649410.75,10
Mainichi Broadcasting System (MBS),9809829.376068376,83
Mainline Pictures,1796389.0,1
Mainstream S.A.,7548261.2625,21
Maipo Film- og TV Produksjon,5000000.0,3
Maison Européenne de la Photographie,151400.57142857142,7
Majestic Film Partners,33492.333333333336,3
Majestic Filmproduktion,1090802.3,17
Majestic Films,152961.0,3
Majestic Films International,262316800.5,37
Majid Majidi Film Production,115605.0,3
Major Studio Partners,185736385.32402596,44
Make A Move,408.0,4
Making Movies Oy,66542.0,10
Makuhari Media,44689.0,1
Malavita,5270603.571428572,7
Maljack Productions,4099889.3333333335,6
Malofilm,3556469.0,19
Maloof Motion Pictures,219524.33333333334,3
Malpaso Company,140810163.83333334,22
Malpaso Productions,851889211.6642857,117
Maltese productions,129.5,4
Malvern Pictures,3509094.5,2
Mama Films,259915.7142857143,7
Management 360,46586726.46666667,21
Management Company Entertainment Group (MCEG),149218730.0,5
Mandalay Entertainment,178634269.5,26
Mandalay Pictures,137178788.62619048,54
Mandalay Vision,6998856.275,51
Mandarin Cinéma,293491.3333333333,11
Mandarin Film,11339618.833333332,11
Mandarin Films,1314786.2857142857,111
Mandarin Films Distribution Co.,217106107.5,21
Mandate Pictures,296875103.4904762,72
Manderlay,32138.95238095238,21
Mandeville Films,968195987.9761904,67
Mandoo Pictures,1884109.2,5
Mandragora Movies,10409.916666666666,15
Manga Films,928391.0,6
Mango Entertainment,14600739.285714285,7
Mango Farms,13681192.5,6
Manhattan Pictures International,2243572.4285714286,7
Manhattan Project,35116166.0,4
Manifest Film Company,11317696.833333332,13
Manitoba Film & Music,3142.8571428571427,27
Manitoba Film and Video Production Tax Credit,8541014.92857143,25
Mann Made Films,20131.8,8
Mann/Caan Productions,4300000.0,1
Mann/Roth Productions,12057982.4,5
Manny Coto Productions,3.5,2
Manny O Productions,2063312.0,1
Mantarraya Producciones,84509.0,38
Mantle Clinic II,2679502.6666666665,3
Manto Films,41568.53333333333,15
Many Rivers Productions,26974909.166666668,6
Maple Cage Productions,69229531.6,5
Maple Shade Films,13683729.833333334,6
Maraci/Edelstein Films,212879.25,4
Marc Platt Productions,510464341.0555556,95
Marcy Media,26764363.2,5
Marianne Productions,833334.3333333334,41
Marimark Productions,45141478.0,10
Mark Canton Productions,133842552.73809524,12
Mark Gordon Productions,255312711.2,15
Mark Johnson Productions,42393707.58333333,9
Marked Entertainment,971824.5,2
Market Square Productions,7500000.0,4
Market Street Productions,7494317.333333333,3
Marmot-film,4037782.0,1
Maroon Entertainment,1054333.2,5
Marquis,2588806.375,8
Mars Distribution,9433422.0,84
Mars Film,8044.666666666667,7
Mars Film Corporation,5093550.25,6
Mars Films,808018.1994047619,137
Mars Media Beteiligungs,45696327.766666666,11
Mars Production Pty. Ltd.,6692793.8,5
Marshall Production,10075381.333333334,3
Martin Bregman Productions,4935017.5,4
Martin Poll Productions,6635119.666666667,7
Martinelli Films,32364.0,5
Marty Katz Productions,26148176.833333332,16
Marubeni,64913281.57142857,61
Maruti International,47000000.0,5
Marv Films,269259724.0452381,32
Marvel Animation,13700000.0,2
Marvel Enterprises,1680221658.5525973,108
Marvel Entertainment,912900249.847619,54
Marvel Knights,22998327.166666668,13
Marvel Productions,1462411.75,4
Marvel Studios,7129057075.75,52
Marvin Schwartz Productions,2000000.0,5
Marvista Entertainment,126.0,28
Mary Breen-Farrelly Productions,322853.2,5
Mary Murphy & Company,26488.0,1
Mary Pickford Company,1027757.0,7
Masada Productions,4089284.5,2
Mass Hysteria Entertainment,1025000.0,4
Massa d'Or Produccions,1885328.5,2
Master Movies,11041.666666666666,3
Master Productions,69259.4,5
Matador Pictures,1924347.712912088,99
Matanza Cine,4076399.0,7
Matchmaker Films,7410552.666666667,3
Mate Producciones S.A.,3897799.0,13
Material,24322294.0,14
Material Entertainment,11000000.0,3
Material Pictures,44407897.48809524,26
Matila Röhr Productions (MRP),3428571.4285714286,31
Matinee Pictures,19619859.666666668,6
Matrix Film Finance,374352.5,16
Matt Baer Films,26730.285714285714,7
Matt Tolmach Productions,176429358.0,4
Mattel,17737763.0,18
Mattel Entertainment,2090801.0,6
Matten Productions,38565461.14285714,7
Matter Productions,49622945.0,3
Maven Entertainment,43090825.25,4
Maven Pictures,1723059.6666666665,16
Maverick Films,367485237.26666665,36
MavroCine Pictures GmbH & Co. KG,96420111.5,4
Max Films Productions,1715009.0,22
Max Stronghold Productions Inc.,28789938.333333332,3
Max TV,428080.93333333335,8
Maximillian Productions,1733333.3333333333,3
Maxlab Entertainments,1125273.5,2
May Day Movies,6052270.0,11
Maybe Movies,1351526.6666666667,32
Mayfair Entertainment International,240024.66666666666,5
Mayhem Pictures,110976085.5,18
Maysville Pictures,3398380.4,5
McCann-Erickson,148222.875,8
McElroy & McElroy,925828.5,9
McLaughlin Films,351850.4,5
McMurdo (Canada) Productions,1525753.5,8
Meadway,2400000.0,1
Meatball Animation,7944377.0,3
Mecanismo Films,679345.2,8
Media 8 Entertainment,8197.0,16
Media Asia Film,46103327.5,10
Media Asia Films,72752152.73333333,92
Media Asia Group,16310358.5,12
Media Cooperation One,4092939.285714286,11
Media Factory,16642006.254545456,32
Media Farm,1356464.6666666667,6
Media Films,80815.0,14
Media House Capital,12097.5,22
Media Magik Entertainment,131310578.03333333,11
Media Pro Pictures,2529893.285714286,26
Media Programme of the European Community,3512214.8233426707,217
Media Rights Capital,455738291.56349206,83
Media Rights Capital (MRC),183884537.2,21
Media Talent Group,4945.333333333333,5
Media Transactions,6267408.5,2
MediaPro Pictures,115925.85714285714,10
Mediana Productions Filmgesellschaft,20142613.0,3
Mediapro,65183959.656060606,60
Mediaset,597934.6428571428,31
Mediaset España,20030458.111111112,9
Mediastream Dritte Film,4059641.4,5
Mediastream Dritte Film GmbH & Co. Beteiligungs KG,76178791.68333334,17
Mediastream Film GmbH & Co. Productions KG,51820981.25,4
Mediastream Vierte Film GmbH & Co. Vermarktungs KG,117279922.66666666,13
Mediaworks,4682790.666666667,9
Medici Entertainment,1334142.4,5
Medien 5 Filmproduktion,6937341.0,6
MedienKontor Movie GmbH,185540.8,7
Medienboard Berlin-Brandenburg,45145480.400326796,137
Medienboard Berlin-Brandenburg GmbH,88.0,31
Medienproduktion Poseidon Filmgesellschaft,15000000.0,4
Medienproduktion Prometheus Filmgesellschaft,6058130.666666667,6
Mediopolis Film- und Fernsehproduktion,4658.833333333333,10
Medusa Film,62533889.12619048,150
Medusa Produzione,5250390.75,28
Meespierson Film CV,2243572.4285714286,7
Meir Teper,551234.5,2
Mel's Cite du Cinema,290222962.21944445,66
Melampo Cinematografica,114700000.0,3
Melbarken,98947.16666666667,6
MelinaFilm,4000000.0,5
Melnitsa Animation Studio,21783423.0,9
Melusine Productions,1351526.6666666667,7
Melvin Simon Productions,99140581.33333334,23
Memento Films Distribution,5624.05,21
Memento Films International,34441.05,78
Memento Films Production,5916390.25,16
Memfis Film,3721341.643507808,149
Memorial Enterprises,250000.0,6
Memory Tech,542857.1428571428,18
Menageatroz,4191297.6666666665,6
MeniThings LLC,6101046.0,1
Meno Films,162007.0,3
Menuet Producties,2737529.0,9
Merced Media Partners,4143820.1071428573,24
Merchant Ivory Productions,35075938.06666666,48
Mercury,5039249.8,12
Mercury Productions,11608837.0,21
Meridian Productions,1036634.6666666666,6
Merlin Films,14490731.666666666,7
Merlina Entertainment,229809.45454545456,11
Mersham Productions,7280042.0,2
Mesfilms,1288492.3,23
Mestiere Cinema,1650536.375,8
Metafilms,873517.5,13
Metal Productions Inc.,3398380.4,5
Metanoia Films,3242980.5,8
Metaphor Films,21878.0,1
Meteor 17,196985.0,4
Meteor Film Productions,8068.0,6
MetraFilms,80551.0,1
Metro Tartan Distribution Ltd.,17615.3,10
Metro-Goldwyn-Mayer (MGM),4517409322.263095,1701
Metro-Goldwyn-Mayer Pictures,37447837.666666664,7
Metrol Technology,4193191.2916666665,56
Metronome Productions,5405313.0,10
Metropolis Films,32758901.8,5
Metropolis Project,7982445.166666667,12
Metropolitan Filmexport,157090877.24285713,32
Michael Alden Productions,2002684.8,5
Michael Cerenzie Productions,5001051.4,5
Michael De Luca Productions,345362294.9357143,46
Michael Grandage Company,1420405.5,4
Michael Lobell Productions,21408114.5,9
Michael London Productions,54055054.23333333,16
Michael Mailer Films,122197.2,9
Michael Mann Productions,2432956.0,2
Michael Obel Productions,1179002.0,1
Michael Phillips Productions,13648725.5,2
Michael Todd Company,42000000.0,1
Michael White Productions,57772655.9,11
Michaels-Goldwyn,39216724.5,6
Mico,47781.25,4
Micott Basara K.K.,182748.625,8
Micro Fusion 2003-2,2.4,5
Micro scope,8949861.0,8
Microsoft,1000000.0,1
Mid Atlantic Films,289139213.8238095,48
Middle Child Films Inc.,630.25,4
Middle Fork Productions,58310743.5,11
Midfield Films,4284823.333333334,11
Midlife Crisis Productions,239340.14285714287,7
Midnight Kitchen Productions,1080149.0,2
Midnight Picture Show,883306.75,15
Midnight Sun Pictures,16881441.616666667,17
Midwinter Productions Inc.,25335925.0,2
Mifilifilms,10497.5,6
Miho Film,283523.14285714284,7
Mikado Film,6337390.0,60
Mike Zoss Productions,210574066.83333334,33
Miko Productions,6636667.333333333,3
Mikona Productions GmbH & Co. KG,187339454.6,15
Mikros Image,1300000.0,17
Milagro Films,2100223.888888889,9
Milcoz Films,166891.4,5
Mile High Productions,10721679.75,4
Milestone Entertainment,9865354.666666666,6
Milestone FIlms,362222.0,1
Milestone Productions,6297927.333333333,7
Milk & Honey,19376254.0,8
Milk & Media,18729.5,4
Milkshake Films,9203624.333333334,3
Mill Film,65377203.85714286,7
Millar Gough Ink,53034654.958333336,11
Millbrook Farm Productions,33561093.2,7
Millbrook Pictures,4577006.833333333,11
Millenium Films,10909674.0,7
Millennium Films,802935741.9634559,291
Miller-Milkis Productions,17026354.666666668,6
